chr20	.	0.000000	61795
chr20	.	0.001056	63231
chr20	.	0.001066	63244
chr20	.	0.001473	63799
chr20	.	0.001731	64150
chr20	.	0.002313	64934
chr20	.	0.002576	65288
chr20	.	0.003384	66370
chr20	.	0.020512	68749
chr20	.	0.023003	69094
chr20	.	0.025270	69408
chr20	.	0.037334	71079
chr20	.	0.037435	71093
chr20	.	0.050372	72892
chr20	.	0.057148	74347
chr20	.	0.060164	75254
chr20	.	0.061594	76962
chr20	.	0.063408	80655
chr20	.	0.064267	82416
chr20	.	0.064830	83570
chr20	.	0.065585	85116
chr20	.	0.066707	87416
chr20	.	0.068449	90984
chr20	.	0.068558	91088
chr20	.	0.068881	91227
chr20	.	0.069227	91346
chr20	.	0.069920	91508
chr20	.	0.070911	91707
chr20	.	0.074221	92366
chr20	.	0.074639	92527
chr20	.	0.074933	92891
chr20	.	0.075148	93440
chr20	.	0.075170	93499
chr20	.	0.075386	94091
chr20	.	0.075726	95093
chr20	.	0.076347	96931
chr20	.	0.076412	97122
chr20	.	0.076506	97394
chr20	.	0.077051	98930
chr20	.	0.077551	100272
chr20	.	0.077625	100505
chr20	.	0.077670	100699
chr20	.	0.077747	101362
chr20	.	0.077791	101905
chr20	.	0.077809	102181
chr20	.	0.077841	102799
chr20	.	0.077875	103517
chr20	.	0.078050	107201
chr20	.	0.078097	108187
chr20	.	0.078106	108328
chr20	.	0.078184	109272
chr20	.	0.078197	109377
chr20	.	0.080107	121976
chr20	.	0.080187	122508
chr20	.	0.080460	124302
chr20	.	0.080488	124412
chr20	.	0.081002	124998
chr20	.	0.081119	125121
chr20	.	0.081557	125538
chr20	.	0.091697	126529
chr20	.	0.092453	126600
chr20	.	0.092594	126614
chr20	.	0.093139	126678
chr20	.	0.093704	126760
chr20	.	0.093834	126923
chr20	.	0.094034	127194
chr20	.	0.094420	127720
chr20	.	0.094590	127952
chr20	.	0.095148	128713
chr20	.	0.095371	129013
chr20	.	0.095407	129063
chr20	.	0.095809	129613
chr20	.	0.095819	129635
chr20	.	0.095925	129864
chr20	.	0.096453	131362
chr20	.	0.096500	131495
chr20	.	0.096557	131657
chr20	.	0.096954	132775
chr20	.	0.097151	133158
chr20	.	0.097539	133900
chr20	.	0.097685	134017
chr20	.	0.100190	134476
chr20	.	0.100517	134539
chr20	.	0.100962	134643
chr20	.	0.101823	134844
chr20	.	0.101916	134931
chr20	.	0.102407	135488
chr20	.	0.102574	135897
chr20	.	0.102627	136025
chr20	.	0.103000	136374
chr20	.	0.103018	136454
chr20	.	0.103042	136568
chr20	.	0.103074	136721
chr20	.	0.103200	137310
chr20	.	0.103231	137454
chr20	.	0.103327	137900
chr20	.	0.103334	137933
chr20	.	0.103349	138004
chr20	.	0.103376	138125
chr20	.	0.103381	138148
chr20	.	0.103450	138460
chr20	.	0.103471	138555
chr20	.	0.103486	138620
chr20	.	0.103604	139154
chr20	.	0.103609	139173
chr20	.	0.103661	139409
chr20	.	0.103663	139419
chr20	.	0.103672	139456
chr20	.	0.103698	139576
chr20	.	0.103736	139745
chr20	.	0.103754	139841
chr20	.	0.103791	140086
chr20	.	0.103803	140171
chr20	.	0.103817	140280
chr20	.	0.103844	140505
chr20	.	0.103844	140506
chr20	.	0.103867	140695
chr20	.	0.104233	143723
chr20	.	0.104236	143754
chr20	.	0.104264	143918
chr20	.	0.104579	144382
chr20	.	0.105681	144551
chr20	.	0.105771	144570
chr20	.	0.106740	144899
chr20	.	0.106848	145413
chr20	.	0.106941	145853
chr20	.	0.107172	146951
chr20	.	0.107182	146995
chr20	.	0.107337	147685
chr20	.	0.107430	148084
chr20	.	0.107742	149407
chr20	.	0.107888	149975
chr20	.	0.108241	151330
chr20	.	0.108812	153267
chr20	.	0.109731	157157
chr20	.	0.109925	157746
chr20	.	0.110741	160533
chr20	.	0.110859	161502
chr20	.	0.110888	161736
chr20	.	0.111007	162683
chr20	.	0.111180	164083
chr20	.	0.111203	164284
chr20	.	0.111221	164436
chr20	.	0.111377	165802
chr20	.	0.111380	165832
chr20	.	0.111418	166163
chr20	.	0.111421	166188
chr20	.	0.111616	167900
chr20	.	0.111631	168020
chr20	.	0.111660	168241
chr20	.	0.111691	168466
chr20	.	0.111729	168728
chr20	.	0.111884	169701
chr20	.	0.111944	169995
chr20	.	0.112217	170589
chr20	.	0.112241	170642
chr20	.	0.112287	170814
chr20	.	0.112321	170940
chr20	.	0.112388	171189
chr20	.	0.112558	171822
chr20	.	0.112563	171839
chr20	.	0.112808	172741
chr20	.	0.112830	172799
chr20	.	0.113332	173928
chr20	.	0.130743	176618
chr20	.	0.134672	177225
chr20	.	0.135700	178856
chr20	.	0.136340	180188
chr20	.	0.137030	181638
chr20	.	0.137186	181967
chr20	.	0.137208	182013
chr20	.	0.137621	182886
chr20	.	0.137779	183222
chr20	.	0.139008	185844
chr20	.	0.139047	185926
chr20	.	0.139278	186405
chr20	.	0.140066	188030
chr20	.	0.140104	188107
chr20	.	0.140206	188318
chr20	.	0.140790	189520
chr20	.	0.141897	191797
chr20	.	0.141923	191809
chr20	.	0.142928	192069
chr20	.	0.148337	193321
chr20	.	0.152368	194282
chr20	.	0.153181	194527
chr20	.	0.154005	195171
chr20	.	0.154748	197162
chr20	.	0.154939	197675
chr20	.	0.154987	197804
chr20	.	0.155851	200142
chr20	.	0.157235	204242
chr20	.	0.157964	206402
chr20	.	0.158645	207903
chr20	.	0.160556	208550
chr20	.	0.161004	208685
chr20	.	0.163382	209404
chr20	.	0.164558	209851
chr20	.	0.165088	210061
chr20	.	0.165687	210306
chr20	.	0.166492	210634
chr20	.	0.168650	211509
chr20	.	0.173365	213423
chr20	.	0.173570	213523
chr20	.	0.176897	216811
chr20	.	0.177329	217074
chr20	.	0.177725	217281
chr20	.	0.181255	218783
chr20	.	0.181733	219011
chr20	.	0.182755	219662
chr20	.	0.182990	220262
chr20	.	0.183001	220290
chr20	.	0.183006	220303
chr20	.	0.183185	220757
chr20	.	0.183295	221018
chr20	.	0.183485	221308
chr20	.	0.183643	221537
chr20	.	0.183869	221853
chr20	.	0.183960	221942
chr20	.	0.184357	222262
chr20	.	0.184780	222632
chr20	.	0.184913	222730
chr20	.	0.185057	222836
chr20	.	0.185515	223255
chr20	.	0.185722	223439
chr20	.	0.185828	223538
chr20	.	0.186152	223858
chr20	.	0.186423	224128
chr20	.	0.187349	225058
chr20	.	0.187606	225444
chr20	.	0.187702	225605
chr20	.	0.187712	225622
chr20	.	0.188016	226153
chr20	.	0.188149	226430
chr20	.	0.188156	226444
chr20	.	0.188186	226518
chr20	.	0.188776	227967
chr20	.	0.188939	228355
chr20	.	0.189175	228577
chr20	.	0.189262	228706
chr20	.	0.189289	228740
chr20	.	0.190639	230177
chr20	.	0.190936	230516
chr20	.	0.191673	230983
chr20	.	0.192093	232107
chr20	.	0.192304	232580
chr20	.	0.192720	233623
chr20	.	0.193543	233858
chr20	.	0.195365	234373
chr20	.	0.200133	235722
chr20	.	0.200260	236088
chr20	.	0.200285	236168
chr20	.	0.200294	236238
chr20	.	0.200302	236419
chr20	.	0.200311	236802
chr20	.	0.200312	236828
chr20	.	0.200316	236992
chr20	.	0.200327	237418
chr20	.	0.200329	237497
chr20	.	0.200331	237545
chr20	.	0.200334	237618
chr20	.	0.200361	238020
chr20	.	0.200721	238507
chr20	.	0.200740	238530
chr20	.	0.200750	238540
chr20	.	0.200986	238737
chr20	.	0.201693	239294
chr20	.	0.202112	239664
chr20	.	0.202148	239688
chr20	.	0.203979	240706
chr20	.	0.204876	241131
chr20	.	0.205425	241366
chr20	.	0.205496	241396
chr20	.	0.209692	243147
chr20	.	0.210073	243306
chr20	.	0.210183	243352
chr20	.	0.210297	243398
chr20	.	0.210352	243420
chr20	.	0.212036	244092
chr20	.	0.214145	244933
chr20	.	0.216875	246018
chr20	.	0.217819	246392
chr20	.	0.243508	247647
chr20	.	0.252044	248064
chr20	.	0.256293	248926
chr20	.	0.257827	249240
chr20	.	0.261882	250076
chr20	.	0.266045	250934
chr20	.	0.268774	251494
chr20	.	0.272080	252165
chr20	.	0.274821	252721
chr20	.	0.287311	255240
chr20	.	0.290487	255882
chr20	.	0.291291	256107
chr20	.	0.292161	256727
chr20	.	0.292388	256886
chr20	.	0.292552	256992
chr20	.	0.292650	257032
chr20	.	0.299234	258865
chr20	.	0.300961	259398
chr20	.	0.305758	260980
chr20	.	0.317938	264997
chr20	.	0.320842	265968
chr20	.	0.326286	267842
chr20	.	0.326439	267946
chr20	.	0.326669	269006
chr20	.	0.326819	269690
chr20	.	0.326839	269703
chr20	.	0.330006	270775
chr20	.	0.342418	274333
chr20	.	0.354689	277832
chr20	.	0.378002	283535
chr20	.	0.379948	283877
chr20	.	0.385845	284814
chr20	.	0.385983	284834
chr20	.	0.389612	285323
chr20	.	0.395243	286047
chr20	.	0.398840	286526
chr20	.	0.401219	286838
chr20	.	0.415491	288233
chr20	.	0.421705	288776
chr20	.	0.423376	288922
chr20	.	0.424228	288996
chr20	.	0.428442	289362
chr20	.	0.431320	289612
chr20	.	0.433310	289785
chr20	.	0.438735	290257
chr20	.	0.439190	290297
chr20	.	0.439426	290318
chr20	.	0.444376	290763
chr20	.	0.455365	291751
chr20	.	0.457574	291971
chr20	.	0.498515	296172
chr20	.	0.600502	303936
chr20	.	0.602447	304086
chr20	.	0.608275	304550
chr20	.	0.647547	308976
chr20	.	0.653728	309692
chr20	.	0.657089	310474
chr20	.	0.657166	310493
chr20	.	0.660221	311290
chr20	.	0.667600	313237
chr20	.	0.677471	315842
chr20	.	0.685593	317985
chr20	.	0.694534	320344
chr20	.	0.703135	322612
chr20	.	0.705782	323308
chr20	.	0.706880	323583
chr20	.	0.709116	324123
chr20	.	0.713212	325102
chr20	.	0.718140	326016
chr20	.	0.719245	326150
chr20	.	0.722188	326478
chr20	.	0.744452	328959
chr20	.	0.751218	329713
chr20	.	0.752388	329842
chr20	.	0.781606	333064
chr20	.	0.785227	333463
chr20	.	0.785531	333497
chr20	.	0.793494	334403
chr20	.	0.798588	335225
chr20	.	0.801043	335621
